UFID,SCLS,FMTA,OBJECTID_1,OBJECTID,BASE_YEAR,ADM_CD,ADM_NM,Shape_Area,GU_CODE,GU_NAME,POP
100037612027C0071f6126075a0954705,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612027C00718604b1fc6a4c4372,C0076116,S2116235,"285",285.00000000000,"2016","1118061",시흥5동,1385757.57915999996,"11545",금천구,"21186"
100037612027C0071451c10507719402f,C0076116,S2116235,"282",282.00000000000,"2016","1118058",시흥2동,1307918.06698999996,"11545",금천구,"22861"
100037612027C0071ba9bead55ca644ed,C0076116,S2116235,"282",282.00000000000,"2016","1118058",시흥2동,1307918.06698999996,"11545",금천구,"22861"
100037612027C0071c19c1999aff747ab,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612027C007144758a50bc524502,C0076116,S2116235,"285",285.00000000000,"2016","1118061",시흥5동,1385757.57915999996,"11545",금천구,"21186"
100037612027C0071507dd2264755455d,C0076116,S2116235,"282",282.00000000000,"2016","1118058",시흥2동,1307918.06698999996,"11545",금천구,"22861"
100037612027C0071a2bbd8463c9f4b4e,C0076116,S2116235,"285",285.00000000000,"2016","1118061",시흥5동,1385757.57915999996,"11545",금천구,"21186"
100037612027C0071a28b03de6afc4520,C0076116,S2116235,"285",285.00000000000,"2016","1118061",시흥5동,1385757.57915999996,"11545",금천구,"21186"
100037612027C00713d1ee42920e44a86,C0076116,S2116235,"285",285.00000000000,"2016","1118061",시흥5동,1385757.57915999996,"11545",금천구,"21186"
100037612027C007187d68ba314de4cc1,C0076116,S2116235,"283",283.00000000000,"2016","1118059",시흥3동,1260660.49756999989,"11545",금천구,"11648"
100037612026C007147ebcfb4a52c426f,C0076116,S2114762,"281",281.00000000000,"2016","1118057",시흥1동,1522798.84878999996,"11545",금천구,"37144"
100037612026C007176c714e9c05b4b6f,C0076116,S2114762,"281",281.00000000000,"2016","1118057",시흥1동,1522798.84878999996,"11545",금천구,"37144"
100037612003C0071b98dce61c3364214,C0076116,S2119748,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C0071d0b36a79e9e24d91,C0076116,S2119748,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C0071a49ded418ab94dca,C0076116,S2113977,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C00712377440c7e974182,C0076116,S2113977,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C00716ba386a423cc45e6,C0076116,S2113977,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C0071edd5fae289074f2c,C0076116,S2113977,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C00711388a4b031d849b7,C0076116,S2113977,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C00714638e6ea57354f0e,C0076116,S2116706,"272",272.00000000000,"2016","1117069",수궁동,2659440.39302999992,"11530",구로구,"25181"
100037612003C007187f2b4e509f846c2,C0076116,S2116706,"272",272.00000000000,"2016","1117069",수궁동,2659440.39302999992,"11530",구로구,"25181"
100037612003C00718a7b826971a04a5b,C0076116,S2116706,"272",272.00000000000,"2016","1117069",수궁동,2659440.39302999992,"11530",구로구,"25181"
100037612003C0071a2de58b9a8f2485a,C0076116,S2116706,"272",272.00000000000,"2016","1117069",수궁동,2659440.39302999992,"11530",구로구,"25181"
100037612013C0071cda65076fe864297,C0076116,S2119934,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612013C00713b522ec4d963472a,C0076116,S2119934,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071eaa85dd8db6c413a,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071f81dddabd0294071,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612003C00718aaaa49bf45645f7,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071a4f4df03ec4148c6,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071b9ff8909a38942ba,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071175359718c2c41c2,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007131e6f983ceb54cb2,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C00717cd8450fd0644235,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071879dffa9588c4fb4,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C007124fa07b8c2d4448f,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
100037612004C0071b6e9a37e920e49e6,C0076116,S2116392,"271",271.00000000000,"2016","1117068",오류2동,4504714.23794000037,"11530",구로구,"49302"
