,AREA,PERIMETER,ELEVATION
91586,189846.22,554114.38,17.58
91587,189846.22,554024.38,19.84
91588,189846.22,553934.38,17.56
91589,189846.22,553844.38,15.58
91590,189846.22,553754.38,14.17
91591,189936.22,555014.38,18.52
91592,189936.22,554924.38,14.67
91593,189936.22,554834.38,14.97
91594,189936.22,554744.38,16.51
91595,189936.22,554654.38,21.91
91596,189936.22,554564.38,19.16
91597,189936.22,554474.38,19.01
91598,189936.22,554384.38,24.7
91599,189936.22,554294.38,19.11
91600,189936.22,554204.38,14.52
91601,189936.22,554114.38,13.46
91602,189936.22,554024.38,13.74
91603,189936.22,553934.38,15.3
91604,189936.22,553844.38,14.88
91605,189936.22,553754.38,14.01
91606,189936.22,553664.38,13.44
91607,190026.22,554924.38,16.06
91608,190026.22,554834.38,21.45
91609,190026.22,554744.38,27.9
91610,190026.22,554654.38,34.69
91611,190026.22,554564.38,32.06
91612,190026.22,554474.38,31.03
91613,190026.22,554384.38,40.1
91614,190026.22,554294.38,36.8
91615,190026.22,554204.38,24.26
91616,190026.22,554114.38,16.13
91617,190026.22,554024.38,13.64
91618,190026.22,553934.38,12.85
91619,190026.22,553844.38,13.33
91620,190026.22,553754.38,13.4
91621,190026.22,553664.38,13.15
91622,190026.22,553574.38,13.26
91623,190116.22,554924.38,17.46
91624,190116.22,554834.38,23.3
91625,190116.22,554744.38,38.13
91626,190116.22,554654.38,52.87
91627,190116.22,554564.38,70.01
91628,190116.22,554474.38,77.19
91629,190116.22,554384.38,79.87
91630,190116.22,554294.38,58.68
91631,190116.22,554204.38,35.69
91632,190116.22,554114.38,26.08
91633,190116.22,554024.38,18.81
91634,190116.22,553934.38,14.04
91635,190116.22,553844.38,12.44
91636,190116.22,553754.38,12.33
91637,190116.22,553664.38,13.09
91638,190116.22,553574.38,13.58
91639,190116.22,553484.38,13.37
91640,190206.22,554924.38,17.64
91641,190206.22,554834.38,20.52
91642,190206.22,554744.38,26.72
91643,190206.22,554654.38,41.2
91644,190206.22,554564.38,56.98
91645,190206.22,554474.38,84.4
91646,190206.22,554384.38,100.18
91647,190206.22,554294.38,67.79
91648,190206.22,554204.38,43.78
91649,190206.22,554114.38,32.09
91650,190206.22,554024.38,22.97
91651,190206.22,553934.38,16.39
91652,190206.22,553844.38,13.15
91653,190206.22,553754.38,12.23
91654,190206.22,553664.38,12.59
91655,190206.22,553574.38,13.3
91656,190206.22,553484.38,13.51
91657,190206.22,553394.38,13.53
91658,190296.22,554924.38,20.04
91659,190296.22,554834.38,21.25
91660,190296.22,554744.38,27.22
91661,190296.22,554654.38,36.42
91662,190296.22,554564.38,46.86
91663,190296.22,554474.38,63.0
91664,190296.22,554384.38,80.08
91665,190296.22,554294.38,83.6
91666,190296.22,554204.38,70.41
91667,190296.22,554114.38,44.59
91668,190296.22,554024.38,25.76
91669,190296.22,553934.38,18.24
91670,190296.22,553844.38,14.29
91671,190296.22,553754.38,12.71
91672,190296.22,553664.38,12.35
91673,190296.22,553574.38,13.33
91674,190296.22,553484.38,13.65
91675,190296.22,553394.38,13.54
91676,190296.22,553304.38,13.49
91677,190386.22,554924.38,28.95
91678,190386.22,554834.38,23.08
91679,190386.22,554744.38,35.98
91680,190386.22,554654.38,48.93
91681,190386.22,554564.38,58.29
91682,190386.22,554474.38,65.08
91683,190386.22,554384.38,79.97
91684,190386.22,554294.38,80.76
91685,190386.22,554204.38,59.74
91686,190386.22,554114.38,40.71
91687,190386.22,554024.38,28.77
91688,190386.22,553934.38,22.77
91689,190386.22,553844.38,17.59
91690,190386.22,553754.38,13.77
91691,190386.22,553664.38,12.58
91692,190386.22,553574.38,13.4
91693,190386.22,553484.38,13.77
91694,190386.22,553394.38,13.43
91695,190386.22,553304.38,13.42
91696,190386.22,553214.38,13.63
91697,190476.22,554924.38,36.32
91698,190476.22,554834.38,28.27
91699,190476.22,554744.38,28.29
91700,190476.22,554654.38,37.48
91701,190476.22,554564.38,52.2
91702,190476.22,554474.38,75.69
91703,190476.22,554384.38,98.15
91704,190476.22,554294.38,76.48
91705,190476.22,554204.38,50.36
91706,190476.22,554114.38,39.9
91707,190476.22,554024.38,35.02
91708,190476.22,553934.38,36.82
91709,190476.22,553844.38,24.98
91710,190476.22,553754.38,15.37
91711,190476.22,553664.38,13.18
91712,190476.22,553574.38,13.2
91713,190476.22,553484.38,13.37
91714,190476.22,553394.38,13.34
91715,190476.22,553304.38,14.0
91716,190476.22,553214.38,14.47
91717,190476.22,553124.38,14.16
91718,190566.22,554834.38,43.42
91719,190566.22,554744.38,33.85
91720,190566.22,554654.38,45.28
91721,190566.22,554564.38,67.42
91722,190566.22,554474.38,89.49
91723,190566.22,554384.38,117.83
91724,190566.22,554294.38,86.99
91725,190566.22,554204.38,53.91
91726,190566.22,554114.38,39.74
91727,190566.22,554024.38,35.1
91728,190566.22,553934.38,34.81
91729,190566.22,553844.38,30.95
91730,190566.22,553754.38,19.5
91731,190566.22,553664.38,13.59
91732,190566.22,553574.38,12.82
91733,190566.22,553484.38,12.79
91734,190566.22,553394.38,12.84
91735,190566.22,553304.38,13.28
91736,190566.22,553214.38,11.7
91737,190566.22,553124.38,11.8
91738,190566.22,553034.38,16.17
91739,190656.22,554834.38,56.05
91740,190656.22,554744.38,43.73
91741,190656.22,554654.38,47.13
91742,190656.22,554564.38,69.75
91743,190656.22,554474.38,99.82
91744,190656.22,554384.38,131.79
91745,190656.22,554294.38,100.92
91746,190656.22,554204.38,66.73
91747,190656.22,554114.38,44.32
91748,190656.22,554024.38,30.03
91749,190656.22,553934.38,23.78
91750,190656.22,553844.38,20.14
91751,190656.22,553754.38,16.59
91752,190656.22,553664.38,14.0
91753,190656.22,553574.38,12.94
91754,190656.22,553484.38,12.71
91755,190656.22,553394.38,11.76
91756,190656.22,553304.38,10.87
91757,190656.22,553214.38,11.07
91758,190656.22,553124.38,12.38
91759,190656.22,553034.38,16.24
91760,190656.22,552944.38,21.76
91761,190746.22,555014.38,55.79
91762,190746.22,554924.38,70.27
91763,190746.22,554834.38,65.28
91764,190746.22,554744.38,52.85
91765,190746.22,554654.38,53.98
91766,190746.22,554564.38,76.19
91767,190746.22,554474.38,101.98
91768,190746.22,554384.38,135.36
91769,190746.22,554294.38,104.3
91770,190746.22,554204.38,69.48
91771,190746.22,554114.38,50.96
91772,190746.22,554024.38,34.25
91773,190746.22,553934.38,24.61
91774,190746.22,553844.38,18.98
91775,190746.22,553754.38,15.82
91776,190746.22,553664.38,14.27
91777,190746.22,553574.38,13.17
91778,190746.22,553484.38,12.73
91779,190746.22,553394.38,12.87
91780,190746.22,553304.38,13.04
91781,190746.22,553214.38,12.37
91782,190746.22,553124.38,12.63
91783,190746.22,553034.38,14.83
91784,190746.22,552944.38,18.47
91785,190746.22,552854.38,26.48
91786,190836.22,555194.38,51.96
91787,190836.22,555104.38,40.96
91788,190836.22,555014.38,59.65
91789,190836.22,554924.38,80.24
91790,190836.22,554834.38,79.32
91791,190836.22,554744.38,71.13
91792,190836.22,554654.38,71.84
91793,190836.22,554564.38,89.41
91794,190836.22,554474.38,112.55
91795,190836.22,554384.38,130.54
91796,190836.22,554294.38,113.26
91797,190836.22,554204.38,86.79
91798,190836.22,554114.38,69.23
91799,190836.22,554024.38,51.58
91800,190836.22,553934.38,31.86
91801,190836.22,553844.38,20.12
91802,190836.22,553754.38,16.64
91803,190836.22,553664.38,15.47
91804,190836.22,553574.38,13.9
91805,190836.22,553484.38,13.4
91806,190836.22,553394.38,13.02
91807,190836.22,553304.38,12.75
91808,190836.22,553214.38,13.22
91809,190836.22,553124.38,14.25
91810,190836.22,553034.38,14.1
91811,190836.22,552944.38,16.69
91812,190836.22,552854.38,17.33
91813,190836.22,552764.38,20.78
91814,190926.22,555644.38,64.63
91815,190926.22,555554.38,74.5
91816,190926.22,555464.38,99.5
91817,190926.22,555374.38,96.08
91818,190926.22,555284.38,72.79
91819,190926.22,555194.38,52.62
91820,190926.22,555104.38,47.59
91821,190926.22,555014.38,66.14
91822,190926.22,554924.38,92.3
91823,190926.22,554834.38,99.47
91824,190926.22,554744.38,89.67
91825,190926.22,554654.38,82.58
91826,190926.22,554564.38,93.89
91827,190926.22,554474.38,130.72
91828,190926.22,554384.38,148.23
91829,190926.22,554294.38,113.77
91830,190926.22,554204.38,84.88
91831,190926.22,554114.38,69.44
91832,190926.22,554024.38,45.88
91833,190926.22,553934.38,27.65
91834,190926.22,553844.38,20.57
91835,190926.22,553754.38,18.03
91836,190926.22,553664.38,15.57
91837,190926.22,553574.38,13.76
91838,190926.22,553484.38,13.07
91839,190926.22,553394.38,13.06
91840,190926.22,553304.38,12.81
91841,190926.22,553214.38,12.39
91842,190926.22,553124.38,13.73
91843,190926.22,553034.38,14.46
91844,190926.22,552944.38,13.93
91845,190926.22,552854.38,14.0
91846,190926.22,552764.38,14.09
91847,190926.22,552674.38,21.93
91848,191016.22,556184.38,56.38
91849,191016.22,556094.38,66.26
91850,191016.22,556004.38,81.55
91851,191016.22,555914.38,97.53
91852,191016.22,555824.38,108.59
91853,191016.22,555734.38,98.43
91854,191016.22,555644.38,77.69
91855,191016.22,555554.38,76.51
91856,191016.22,555464.38,96.69
91857,191016.22,555374.38,98.42
91858,191016.22,555284.38,80.22
91859,191016.22,555194.38,69.78
91860,191016.22,555104.38,65.87
91861,191016.22,555014.38,74.41
91862,191016.22,554924.38,94.41
91863,191016.22,554834.38,117.82
91864,191016.22,554744.38,120.17
91865,191016.22,554654.38,108.58
91866,191016.22,554564.38,112.49
91867,191016.22,554474.38,143.27
91868,191016.22,554384.38,138.7
91869,191016.22,554294.38,111.42
91870,191016.22,554204.38,78.66
91871,191016.22,554114.38,52.82
91872,191016.22,554024.38,37.17
91873,191016.22,553934.38,26.84
91874,191016.22,553844.38,22.93
91875,191016.22,553754.38,21.19
91876,191016.22,553664.38,17.23
91877,191016.22,553574.38,14.1
91878,191016.22,553484.38,13.01
91879,191016.22,553394.38,12.95
91880,191016.22,553304.38,13.09
91881,191016.22,553214.38,12.81
91882,191016.22,553124.38,12.41
91883,191016.22,553034.38,13.79
91884,191016.22,552944.38,14.44
91885,191016.22,552854.38,13.74
91886,191016.22,552764.38,13.85
91887,191016.22,552674.38,14.21
91888,191106.22,561044.38,20.52
91889,191106.22,556724.38,83.21
91890,191106.22,556634.38,77.96
91891,191106.22,556544.38,77.43
91892,191106.22,556454.38,73.48
91893,191106.22,556364.38,73.58
91894,191106.22,556274.38,83.24
91895,191106.22,556184.38,73.55
91896,191106.22,556094.38,82.59
91897,191106.22,556004.38,116.2
91898,191106.22,555914.38,127.9
91899,191106.22,555824.38,139.7
91900,191106.22,555734.38,113.41
91901,191106.22,555644.38,95.9
91902,191106.22,555554.38,93.4
91903,191106.22,555464.38,110.16
91904,191106.22,555374.38,114.05
91905,191106.22,555284.38,95.26
91906,191106.22,555194.38,92.39
91907,191106.22,555104.38,87.9
91908,191106.22,555014.38,95.97
91909,191106.22,554924.38,107.53
91910,191106.22,554834.38,105.3
91911,191106.22,554744.38,114.72
91912,191106.22,554654.38,128.7
91913,191106.22,554564.38,138.84
91914,191106.22,554474.38,152.31
91915,191106.22,554384.38,134.05
91916,191106.22,554294.38,93.0
91917,191106.22,554204.38,64.26
91918,191106.22,554114.38,46.97
91919,191106.22,554024.38,39.09
91920,191106.22,553934.38,34.92
91921,191106.22,553844.38,34.09
91922,191106.22,553754.38,30.79
91923,191106.22,553664.38,22.39
91924,191106.22,553574.38,16.19
91925,191106.22,553484.38,14.51
91926,191106.22,553394.38,13.29
91927,191106.22,553304.38,13.14
91928,191106.22,553214.38,13.72
91929,191106.22,553124.38,13.14
91930,191106.22,553034.38,12.63
91931,191106.22,552944.38,13.92
91932,191106.22,552854.38,13.57
91933,191106.22,552764.38,13.64
91934,191106.22,552674.38,13.31
91935,191106.22,552584.38,12.56
91936,191196.22,561314.38,21.26
91937,191196.22,561224.38,20.3
91938,191196.22,561134.38,21.12
91939,191196.22,561044.38,21.45
91940,191196.22,560954.38,21.36
91941,191196.22,560864.38,20.31
91942,191196.22,557174.38,148.0
91943,191196.22,557084.38,175.59
91944,191196.22,556994.38,178.51
91945,191196.22,556904.38,161.02
91946,191196.22,556814.38,147.41
91947,191196.22,556724.38,116.21
91948,191196.22,556634.38,114.65
91949,191196.22,556544.38,119.71
91950,191196.22,556454.38,111.07
91951,191196.22,556364.38,105.13
91952,191196.22,556274.38,101.13
91953,191196.22,556184.38,95.31
91954,191196.22,556094.38,96.58
91955,191196.22,556004.38,122.86
91956,191196.22,555914.38,145.8
91957,191196.22,555824.38,146.01
91958,191196.22,555734.38,129.02
91959,191196.22,555644.38,122.85
91960,191196.22,555554.38,115.2
91961,191196.22,555464.38,124.53
91962,191196.22,555374.38,121.96
91963,191196.22,555284.38,113.45
91964,191196.22,555194.38,110.67
91965,191196.22,555104.38,104.77
91966,191196.22,555014.38,111.77
91967,191196.22,554924.38,101.26
91968,191196.22,554834.38,84.42
91969,191196.22,554744.38,89.47
91970,191196.22,554654.38,96.46
91971,191196.22,554564.38,107.44
91972,191196.22,554474.38,121.58
91973,191196.22,554384.38,134.25
91974,191196.22,554294.38,85.95
91975,191196.22,554204.38,51.54
91976,191196.22,554114.38,41.58
91977,191196.22,554024.38,42.28
91978,191196.22,553934.38,51.34
91979,191196.22,553844.38,47.36
91980,191196.22,553754.38,42.6
91981,191196.22,553664.38,32.17
91982,191196.22,553574.38,25.17
91983,191196.22,553484.38,22.8
91984,191196.22,553394.38,17.03
91985,191196.22,553304.38,13.47
91986,191196.22,553214.38,13.47
91987,191196.22,553124.38,14.06
91988,191196.22,553034.38,13.43
91989,191196.22,552944.38,13.53
91990,191196.22,552854.38,10.79
91991,191196.22,552764.38,10.98
91992,191196.22,552674.38,12.0
91993,191196.22,552584.38,12.0
91994,191196.22,552494.38,11.83
91995,191286.22,561404.38,22.65
91996,191286.22,561314.38,19.94
91997,191286.22,561224.38,18.0
91998,191286.22,561134.38,20.06
91999,191286.22,561044.38,21.24
92000,191286.22,560954.38,21.87
92001,191286.22,560864.38,22.1
92002,191286.22,560774.38,23.15
92003,191286.22,557714.38,55.74
92004,191286.22,557624.38,69.06
92005,191286.22,557534.38,81.82
92006,191286.22,557444.38,88.89
92007,191286.22,557354.38,111.46
92008,191286.22,557264.38,138.35
92009,191286.22,557174.38,168.95
92010,191286.22,557084.38,177.94
92011,191286.22,556994.38,183.52
92012,191286.22,556904.38,181.25
92013,191286.22,556814.38,165.65
92014,191286.22,556724.38,145.16
92015,191286.22,556634.38,146.5
92016,191286.22,556544.38,156.42
92017,191286.22,556454.38,148.64
92018,191286.22,556364.38,137.29
92019,191286.22,556274.38,127.33
92020,191286.22,556184.38,125.14
92021,191286.22,556094.38,118.34
92022,191286.22,556004.38,125.57
92023,191286.22,555914.38,120.08
92024,191286.22,555824.38,106.29
92025,191286.22,555734.38,112.26
92026,191286.22,555644.38,129.15
92027,191286.22,555554.38,134.92
92028,191286.22,555464.38,131.24
92029,191286.22,555374.38,124.4
92030,191286.22,555284.38,116.21
92031,191286.22,555194.38,119.67
92032,191286.22,555104.38,123.69
92033,191286.22,555014.38,119.36
92034,191286.22,554924.38,99.4
92035,191286.22,554834.38,75.51
92036,191286.22,554744.38,70.72
92037,191286.22,554654.38,77.09
92038,191286.22,554564.38,85.74
92039,191286.22,554474.38,104.7
92040,191286.22,554384.38,120.47
92041,191286.22,554294.38,79.77
92042,191286.22,554204.38,53.96
92043,191286.22,554114.38,55.49
92044,191286.22,554024.38,71.67
92045,191286.22,553934.38,76.14
92046,191286.22,553844.38,69.8
92047,191286.22,553754.38,58.2
92048,191286.22,553664.38,46.91
92049,191286.22,553574.38,36.04
92050,191286.22,553484.38,26.02
92051,191286.22,553394.38,18.75
92052,191286.22,553304.38,14.17
92053,191286.22,553214.38,12.81
92054,191286.22,553124.38,13.13
92055,191286.22,553034.38,14.55
92056,191286.22,552944.38,13.54
92057,191286.22,552854.38,13.57
92058,191286.22,552764.38,13.99
92059,191286.22,552674.38,12.3
92060,191286.22,552584.38,11.69
92061,191286.22,552494.38,11.53
92062,191376.22,561494.38,22.19
92063,191376.22,561404.38,22.62
92064,191376.22,561314.38,22.47
92065,191376.22,561224.38,19.15
92066,191376.22,561134.38,19.71
92067,191376.22,561044.38,21.33
92068,191376.22,560954.38,22.26
92069,191376.22,560864.38,22.63
92070,191376.22,560774.38,30.41
92071,191376.22,560684.38,32.54
92072,191376.22,558254.38,51.34
92073,191376.22,558164.38,52.7
92074,191376.22,558074.38,49.46
92075,191376.22,557984.38,49.59
92076,191376.22,557894.38,47.02
92077,191376.22,557804.38,48.42
92078,191376.22,557714.38,54.7
92079,191376.22,557624.38,65.81
92080,191376.22,557534.38,80.57
92081,191376.22,557444.38,94.79
92082,191376.22,557354.38,115.45
92083,191376.22,557264.38,128.62
92084,191376.22,557174.38,136.71
92085,191376.22,557084.38,145.97
92086,191376.22,556994.38,148.56
92087,191376.22,556904.38,133.19
92088,191376.22,556814.38,120.43
92089,191376.22,556724.38,126.25
92090,191376.22,556634.38,140.48
92091,191376.22,556544.38,155.43
92092,191376.22,556454.38,153.69
92093,191376.22,556364.38,142.08
92094,191376.22,556274.38,118.5
92095,191376.22,556184.38,109.62
92096,191376.22,556094.38,114.72
92097,191376.22,556004.38,117.27
92098,191376.22,555914.38,99.36
92099,191376.22,555824.38,79.95
92100,191376.22,555734.38,80.11
92101,191376.22,555644.38,94.54
92102,191376.22,555554.38,108.16
92103,191376.22,555464.38,103.65
92104,191376.22,555374.38,95.43
92105,191376.22,555284.38,89.12
92106,191376.22,555194.38,96.22
92107,191376.22,555104.38,108.9
92108,191376.22,555014.38,103.69
92109,191376.22,554924.38,95.84
92110,191376.22,554834.38,80.25
92111,191376.22,554744.38,61.21
92112,191376.22,554654.38,68.99
92113,191376.22,554564.38,75.21
92114,191376.22,554474.38,90.4
92115,191376.22,554384.38,95.35
92116,191376.22,554294.38,88.87
92117,191376.22,554204.38,85.99
92118,191376.22,554114.38,75.7
92119,191376.22,554024.38,63.87
92120,191376.22,553934.38,60.04
92121,191376.22,553844.38,62.14
92122,191376.22,553754.38,55.29
92123,191376.22,553664.38,49.48
92124,191376.22,553574.38,35.76
92125,191376.22,553484.38,20.92
92126,191376.22,553394.38,13.31
92127,191376.22,553304.38,12.14
92128,191376.22,553214.38,12.8
92129,191376.22,553124.38,13.28
92130,191376.22,553034.38,13.28
92131,191376.22,552944.38,10.67
92132,191376.22,552854.38,13.42
92133,191376.22,552764.38,15.96
92134,191376.22,552674.38,12.77
92135,191376.22,552584.38,11.32
92136,191376.22,552494.38,11.43
92137,191466.22,561494.38,22.85
92138,191466.22,561404.38,22.47
92139,191466.22,561314.38,22.59
92140,191466.22,561224.38,20.83
92141,191466.22,561134.38,20.77
92142,191466.22,561044.38,21.75
92143,191466.22,560954.38,21.16
92144,191466.22,560864.38,25.0
92145,191466.22,560774.38,36.47
92146,191466.22,560684.38,41.94
92147,191466.22,560594.38,39.71
92148,191466.22,558794.38,75.74
92149,191466.22,558704.38,61.37
92150,191466.22,558614.38,55.58
92151,191466.22,558524.38,62.24
92152,191466.22,558434.38,65.35
92153,191466.22,558344.38,62.71
92154,191466.22,558254.38,68.13
92155,191466.22,558164.38,74.82
92156,191466.22,558074.38,63.83
92157,191466.22,557984.38,71.4
92158,191466.22,557894.38,60.31
92159,191466.22,557804.38,59.47
92160,191466.22,557714.38,68.23
92161,191466.22,557624.38,73.1
92162,191466.22,557534.38,80.51
92163,191466.22,557444.38,74.24
92164,191466.22,557354.38,84.39
92165,191466.22,557264.38,88.01
92166,191466.22,557174.38,94.38
92167,191466.22,557084.38,111.13
92168,191466.22,556994.38,107.91
92169,191466.22,556904.38,102.51
92170,191466.22,556814.38,93.55
92171,191466.22,556724.38,91.74
92172,191466.22,556634.38,106.5
92173,191466.22,556544.38,116.58
92174,191466.22,556454.38,120.79
92175,191466.22,556364.38,113.45
92176,191466.22,556274.38,94.99
92177,191466.22,556184.38,84.86
92178,191466.22,556094.38,92.78
92179,191466.22,556004.38,102.21
92180,191466.22,555914.38,85.03
92181,191466.22,555824.38,63.43
92182,191466.22,555734.38,59.38
92183,191466.22,555644.38,70.06
92184,191466.22,555554.38,79.23
92185,191466.22,555464.38,80.27
92186,191466.22,555374.38,78.33
92187,191466.22,555284.38,72.56
92188,191466.22,555194.38,82.12
92189,191466.22,555104.38,88.42
92190,191466.22,555014.38,89.82
92191,191466.22,554924.38,76.95
92192,191466.22,554834.38,65.68
92193,191466.22,554744.38,52.06
92194,191466.22,554654.38,52.02
92195,191466.22,554564.38,59.3
92196,191466.22,554474.38,62.75
92197,191466.22,554384.38,74.72
92198,191466.22,554294.38,95.43
92199,191466.22,554204.38,79.34
92200,191466.22,554114.38,55.9
92201,191466.22,554024.38,45.63
92202,191466.22,553934.38,41.27
92203,191466.22,553844.38,51.01
92204,191466.22,553754.38,40.54
92205,191466.22,553664.38,26.18
92206,191466.22,553574.38,20.44
92207,191466.22,553484.38,14.03
92208,191466.22,553394.38,11.92
92209,191466.22,553304.38,11.95
92210,191466.22,553214.38,12.98
92211,191466.22,553124.38,11.47
92212,191466.22,553034.38,12.85
92213,191466.22,552944.38,13.99
92214,191466.22,552854.38,14.26
92215,191466.22,552764.38,14.6
92216,191466.22,552674.38,13.21
92217,191466.22,552584.38,11.78
92218,191466.22,552494.38,11.17
92219,191556.22,561494.38,25.12
92220,191556.22,561404.38,22.56
92221,191556.22,561314.38,22.56
92222,191556.22,561224.38,22.63
92223,191556.22,561134.38,19.82
92224,191556.22,561044.38,20.08
92225,191556.22,560954.38,20.67
92226,191556.22,560864.38,21.69
92227,191556.22,560774.38,32.93
92228,191556.22,560684.38,41.36
92229,191556.22,560594.38,48.57
92230,191556.22,560504.38,63.56
92231,191556.22,559334.38,124.58
92232,191556.22,559244.38,132.48
92233,191556.22,559154.38,135.99
92234,191556.22,559064.38,137.09
92235,191556.22,558974.38,138.28
92236,191556.22,558884.38,118.76
92237,191556.22,558794.38,93.28
92238,191556.22,558704.38,84.13
92239,191556.22,558614.38,77.37
92240,191556.22,558524.38,83.23
92241,191556.22,558434.38,104.71
92242,191556.22,558344.38,107.21
92243,191556.22,558254.38,120.2
92244,191556.22,558164.38,117.99
92245,191556.22,558074.38,99.41
92246,191556.22,557984.38,101.56
92247,191556.22,557894.38,81.36
92248,191556.22,557804.38,62.32
92249,191556.22,557714.38,56.56
92250,191556.22,557624.38,49.78
92251,191556.22,557534.38,47.82
92252,191556.22,557444.38,46.35
92253,191556.22,557354.38,46.08
92254,191556.22,557264.38,55.24
92255,191556.22,557174.38,56.89
92256,191556.22,557084.38,51.41
92257,191556.22,556994.38,58.63
92258,191556.22,556904.38,63.97
92259,191556.22,556814.38,61.18
92260,191556.22,556724.38,56.26
92261,191556.22,556634.38,59.15
92262,191556.22,556544.38,68.46
92263,191556.22,556454.38,76.27
92264,191556.22,556364.38,68.36
92265,191556.22,556274.38,56.93
92266,191556.22,556184.38,52.79
92267,191556.22,556094.38,57.36
92268,191556.22,556004.38,64.83
92269,191556.22,555914.38,64.0
92270,191556.22,555824.38,53.27
92271,191556.22,555734.38,42.2
92272,191556.22,555644.38,40.3
92273,191556.22,555554.38,44.22
92274,191556.22,555464.38,58.36
92275,191556.22,555374.38,54.18
92276,191556.22,555284.38,54.67
92277,191556.22,555194.38,58.6
92278,191556.22,555104.38,66.79
92279,191556.22,555014.38,72.12
92280,191556.22,554924.38,69.95
92281,191556.22,554834.38,57.77
92282,191556.22,554744.38,40.0
92283,191556.22,554654.38,34.67
92284,191556.22,554564.38,37.76
92285,191556.22,554474.38,45.39
92286,191556.22,554384.38,65.86
92287,191556.22,554294.38,76.0
92288,191556.22,554204.38,66.17
92289,191556.22,554114.38,52.09
92290,191556.22,554024.38,33.7
92291,191556.22,553934.38,21.57
92292,191556.22,553844.38,20.31
92293,191556.22,553754.38,18.79
92294,191556.22,553664.38,14.73
92295,191556.22,553574.38,12.58
92296,191556.22,553484.38,12.54
92297,191556.22,553394.38,13.44
92298,191556.22,553304.38,10.37
92299,191556.22,553214.38,12.14
92300,191556.22,553124.38,13.75
92301,191556.22,553034.38,14.46
92302,191556.22,552944.38,14.74
92303,191556.22,552854.38,15.22
92304,191556.22,552764.38,15.78
92305,191556.22,552674.38,15.43
92306,191556.22,552584.38,12.57
92307,191646.22,561494.38,27.66
92308,191646.22,561404.38,22.68
92309,191646.22,561314.38,22.6
92310,191646.22,561224.38,22.45
92311,191646.22,561134.38,22.21
92312,191646.22,561044.38,20.88
92313,191646.22,560954.38,20.87
92314,191646.22,560864.38,22.31
92315,191646.22,560774.38,38.48
92316,191646.22,560684.38,51.89
92317,191646.22,560594.38,58.86
92318,191646.22,560504.38,67.72
92319,191646.22,560414.38,79.23
92320,191646.22,559874.38,52.93
92321,191646.22,559784.38,52.09
92322,191646.22,559694.38,65.52
92323,191646.22,559604.38,83.0
92324,191646.22,559514.38,89.84
92325,191646.22,559424.38,93.68
92326,191646.22,559334.38,135.56
92327,191646.22,559244.38,159.37
92328,191646.22,559154.38,167.75
92329,191646.22,559064.38,161.85
92330,191646.22,558974.38,144.6
92331,191646.22,558884.38,123.22
92332,191646.22,558794.38,119.33
92333,191646.22,558704.38,107.96
92334,191646.22,558614.38,101.79
92335,191646.22,558524.38,108.99
92336,191646.22,558434.38,123.66
92337,191646.22,558344.38,138.05
92338,191646.22,558254.38,145.49
92339,191646.22,558164.38,140.57
92340,191646.22,558074.38,128.96
92341,191646.22,557984.38,124.9
92342,191646.22,557894.38,91.41
92343,191646.22,557804.38,63.85
92344,191646.22,557714.38,50.96
92345,191646.22,557624.38,43.65
92346,191646.22,557534.38,39.73
92347,191646.22,557444.38,38.02
92348,191646.22,557354.38,38.61
92349,191646.22,557264.38,43.35
92350,191646.22,557174.38,44.59
92351,191646.22,557084.38,43.09
92352,191646.22,556994.38,45.27
92353,191646.22,556904.38,49.11
92354,191646.22,556814.38,51.41
92355,191646.22,556724.38,49.39
92356,191646.22,556634.38,47.61
92357,191646.22,556544.38,48.25
92358,191646.22,556454.38,65.1
92359,191646.22,556364.38,67.16
92360,191646.22,556274.38,55.24
92361,191646.22,556184.38,47.0
92362,191646.22,556094.38,53.8
92363,191646.22,556004.38,52.45
92364,191646.22,555914.38,49.72
92365,191646.22,555824.38,51.29
92366,191646.22,555734.38,40.64
92367,191646.22,555644.38,34.89
92368,191646.22,555554.38,42.52
92369,191646.22,555464.38,49.59
92370,191646.22,555374.38,44.78
92371,191646.22,555284.38,44.1
92372,191646.22,555194.38,49.08
92373,191646.22,555104.38,51.5
92374,191646.22,555014.38,61.21
92375,191646.22,554924.38,56.64
92376,191646.22,554834.38,39.75
92377,191646.22,554744.38,31.16
92378,191646.22,554654.38,30.12
92379,191646.22,554564.38,33.34
92380,191646.22,554474.38,46.49
92381,191646.22,554384.38,70.99
92382,191646.22,554294.38,71.13
92383,191646.22,554204.38,51.45
92384,191646.22,554114.38,40.97
92385,191646.22,554024.38,32.11
92386,191646.22,553934.38,21.15
92387,191646.22,553844.38,15.75
92388,191646.22,553754.38,13.62
92389,191646.22,553664.38,12.62
92390,191646.22,553574.38,13.07
92391,191646.22,553484.38,13.66
92392,191646.22,553394.38,11.04
92393,191646.22,553304.38,12.21
92394,191646.22,553214.38,13.4
92395,191646.22,553124.38,16.55
92396,191646.22,553034.38,23.12
92397,191646.22,552944.38,23.43
92398,191646.22,552854.38,18.11
92399,191646.22,552764.38,15.53
92400,191646.22,552674.38,16.68
92401,191646.22,552584.38,15.43
92402,191736.22,561494.38,30.05
92403,191736.22,561404.38,22.8
92404,191736.22,561314.38,22.69
92405,191736.22,561224.38,22.56
92406,191736.22,561134.38,23.14
92407,191736.22,561044.38,19.97
